"ID","Title","DateCreated","Enabled","AvgRating","Description","Authors","Webpage","FeedURL","UserID","Coverimage","DisplayOnHomepage","CategoryID","Explicit","Subtitle","Standby","Complete","DiscussURL","Notes","BookISBN","AudioISBN","ITunesLink","EBookLink","LuluLink","PartnerID","DynamicAds","AvgAudioQuality","AvgNarration","AvgWriting","AvgOverall","license","itunescategory","FullLocation","FullLength","FullPrice"
"104","Children of Rhatlan","2006-10-03 22:28:43","1","0","Garum and Vayin are \""duals,\"" twins trapped in each other\'s minds and bodies, sharing one life. When a deranged wizard hunts them, whom can they turn to? Their mentor? The city guard Vayin loves? The Wizards\' Guild? In a world that hates duals, anyone could be their enemy, and one misstep could get them killed.

\""Children of Rhatlan is a unique romp through an original world that not only entertained me, but made me think as well. I can think of no higher praise for a fantasy novel.\""
-Steve Lazarowitz, author of Alaric Swifthand

\""There were enough twists and turns to keep me riveted until the last lines. Children of Rhatlan is a winner!\"" -Jonathan Lambert, Millennium Science Fiction and Fantasy

\""Magic, treachery, valor, prejudice-Fesmire builds a world sword and sorcery fans will welcome and adventure fans will want to explore fully.\"" 
-Lisa DuMond, SF Site and MEviews","Jonathan Fesmire","http://jonathanfesmire.com/","http://media.podiobooks.com/pbpromos/Promo-ChildrenOfRhatlan-01.mp3","16542","ChildrenofRhatlan.jpg","0","2","0","children-of-rhatlan","0","1","http://www.podiobooks.com/blog/2006/10/04/children-of-rhatlan/",,"1411637194",,,,,"0","0","4.13333","4.24444","4.15556","4.24444","by-nc-nd","Literature",NULL,NULL,NULL
"105","All Sorts of People - Ordered Complexity","2006-10-12 23:59:12","1","0","\'All Sorts of People - Ordered Complexity\' is a collection of seven linked books:

Book One presents personality differences - we may describe you, your family, your friends, in a great deal of detail. We develop symmetries between the various forms of thought. This will help us later as we map things onto the human brain.

Book Two examines the energy engine of the mind, the source of our excitement. This form of thought operates strongly in one personality style and gives it \'charisma.\' We\'ll look at multiple historical persons, using direct quotes chained together from published historical biographies. That way you know we aren\'t making this up.

Book Three analyzes typical compatibilities and conflicts, and uses this information, with the symmetries developed previously, to generate a static model of the human mind. Surprisingly, there turn out to be only about eight common marriage combinations.

Book 4 looks at a second personality style - it\'s the basis for sensitivity, and thus for human interaction and love. We examine its development, in persons from history, again using only direct quotes from historical biographies.

Books 5, 6 and 7 are too sensitive to put on to audio. Thus, we leave them for you to read by yourself - they can be downloaded from our website at www.cognitivestyles.com.

These seven books, taken together, provide a possible explanation for human consciousness - this is the Holy Grail of the social sciences. We leave it for you to judge how well we succeed.

A series of <a href=\""http://www.philosophyunveiled.blip.tv/\"">accompanying videos for the lectures</a> have been made available.","Lane Friesen","http://www.trafford.com/06-0697","http://media.podiobooks.com/pbpromos/Promo-AllSortsofPeople-01.mp3","17094","AllSortsofPeople.jpg","0","18","0","all-sorts-of-people---ordered-complexity","0","1","http://www.podiobooks.com/blog/2006/10/14/all-sorts-of-people-ordered-complexity/",,,,,,,"0","0","3.71429","2.57143","2.71429","2.57143","by-nc-nd","Literature",NULL,NULL,NULL
"106","Sparkling Death","2006-10-13 00:14:36","1","0","Mankind has conquered the stars, spreading out to populate the galaxy. Despite technological advancements the human desire for greed and profit at the expense of others still remains. What is the secret on Altruis 4? It is a secret that keeps its people in virtual slavery, a secret that millions will die for.

Vance Slater and his team careen from the shark-infested depths of Ligos to the pleasure palaces of Nuvo and into the limitless depths of space in an effort to find an answer. As the Confederation descends into war only Vance has a chance of stopping the hostilities, but he will have to act fast for closing in is an unstoppable foe that controls the power of absolute zero.

Featuring a fast-paced action-packed story with just a bit of sexiness, Sparkling Death will take you on a roller-coaster ride through the technology and adventure of tomorrow.","Mark Butler","http://www.markbsplace.net/stories","http://media.podiobooks.com/pbpromos/Promo-SparklingDeath-01.mp3","15908","SparklingDeath.jpg","0","1","0","sparkling-death","0","1","http://www.podiobooks.com/blog/2006/10/16/sparkling-death/",,,,,,,"0","1","3.875","3.71875","3.03125","3.3125","by-nc-nd","Literature",,,
"107","Live, From Milwaukee, It's Tuesday Night","2006-10-20 01:14:30","1","0","\""Live, From Milwaukee, It\'s Tuesday Night,\""  is an eclectic collection of essays and short stories, some of them humorous, some of the not; none written in Milwaukee, and only a few on a Tuesday night; all, however, with insights that can only come from growing up frizzy-haired and left-handed in Milwaukee in the 50\'s.","Billie Pagliolo-Olmon","http://www.windmillworks.com/","http://media.podiobooks.com/pbpromos/Promo-LiveFromMilwaukeeItsTuesdayNight-01.mp3","10440","livemilwaukee.jpg","0","8","3","live-from-milwaukee-its-tuesday-night","0","1","http://www.podiobooks.com/blog/2006/10/20/live-from-milwaukee-its-tuesday-night/",,,,,,,"0","0","3.5","3.5","3","3","by-nc-nd","Literature",NULL,NULL,NULL
"108","Ragged Dick","2006-10-22 21:34:13","1","0","Horatio Alger, Jr. was well known for his best-selling series of books highlighting ""the American Dream"" of poor boys making good and becoming rich and successful through ""luck and pluck"". Ragged Dick was the first in this niche, and follows the adventures of Dick Hunter, a ragged bootblack as he makes the decision to ""grow up 'spectable"", and how he goes about achieving his goals through the help of his friends, his inherent honesty, and his belief in hard work and study. ","Horatio Alger, Jr.","http://librivox.org",,"8501","raggeddick.jpg","0","17","0","ragged-dick","0","1",,,,,,,,"1","0","4.66667","5","5","5","by-nc-nd","Literature",NULL,NULL,NULL
"109","The Life and Strange Surprizing Adventures of Robinson Crusoe of York, Mariner (1719) ","2006-10-30 15:45:08","1","0","Daniel Defoe\'s The Life and Strange Surprizing Adventures of Robinson Crusoe of York, Mariner (1719) is considered by many the first English novel. Based on the real-life experiences of the castaway Alexander Selkirk, the book has had a perennial appeal among readers of all ages -- especially the young adult reading public -- who continue to find inspiration in the inventive resourcefulness of its hero, sole survivor of a shipwreck who is marooned on an uninhabited island.

Especially poignant, after more than two decades of unbroken solitude, is the affection that Robinson develops for Friday, another survivor fleeing certain death at the hands of enemy tribesmen from the South American continent. 
 (Summary by Denny Sayers) ","Daniel Defoe","http://librivox.org",,"8501","robinsoncrusoe.jpg","0","17","0","the-life-and-strange-surprizing-adventures-of-robinson-crusoe","0","1",,,,,,,,"1","0","3.5","3.5","4","4","by-nc-nd","Literature",NULL,NULL,NULL
"110","The Failed Cities Monologues","2006-11-05 19:03:37","1","0","<a href=\""http://parsecawards.com/2007Finalists\"" target=\""_blank\""><img src=\""http://farm2.static.flickr.com/1398/1224364836_1d5a4b70ac_o.gif\"" width=\""80\"" height=\""99\"" alt=\""Parsec-Seal-2007-Nominee\"" align=\""right\"" hspace=\""5\"" /></a>

In a hardboiled dystopian future, one major American city has been divided in two. Separated by much more than a river, one side is an unfinished technological marvel populated by mega-skyscrapers where the wealthy live, work, and play. The other is a forsaken wasteland where order is strictly maintained by a rogue group of cleric soldiers known as the street preachers. But this dichotomy is about to change. Slowly, quietly, clandestine forces are working to undermine the small piece of redemption the street preachers have brought to their concrete flocks. In the face of watching their second chance crumble to dust, some will fight to stop it. Others will kill to make it happen.

A bold experiment in podcast fiction, The Failed Cities Monologues are told from the shifting perspectives of the characters who inhabit this world, twisted noir archetypes and cyberpunk warriors. Their lives and their stories are linked together by conspiracy, fate... and blood.","Matt Wallace","http://matt_wallace.livejournal.com","http://media.podiobooks.com/pbpromos/Promo-FailedCities-02.mp3","13786","FailedCities.jpg","1","1","0","the-failed-cities-monologues","0","1","http://www.podiobooks.com/blog/2006/11/06/the-failed-cities-monologues/",,,,,,,"0","1","4.68","4.64","4.58667","4.62667","by-nc-nd","Literature",,,
"111","King Solomon's Mines","2006-11-06 18:43:15","1","0","King Solomon\'s Mines, first published in 1885, was a best-selling novel by the Victorian adventure writer H. Rider Haggard. It relates a journey into the heart of Africa by a group of adventurers led by Allan Quatermain in search of the legendary wealth said to be concealed in the mines of the novel\'s title. It is significant as the first fictional adventure novel set in Africa, and is considered the genesis of the Lost World literary genre. - Haggard wrote over 50 books, among which were 14 novels starring Allan Quatermain.","H. Rider Haggard","http://en.wikipedia.org/wiki/King_Solomon\'s_Mines",,"0","KingSolomon.jpg","0","17","0","king-solomons-mines","0","1",,,,,,,,"1","0","3.5","3.35714","4.35714","3.71429","by-nc-nd","Literature",NULL,NULL,NULL
"112","Heaven - Season Two: Hell","2006-11-06 18:55:08","1","0","<a href=\""http://parsecawards.com/2007Finalists\"" target=\""_blank\""><img src=\""http://farm2.static.flickr.com/1398/1224364836_1d5a4b70ac_o.gif\"" width=\""80\"" height=\""99\"" alt=\""Parsec-Seal-2007-Nominee\"" align=\""right\"" hspace=\""5\"" /></a>

Kate and Daniel are reunited at last, but they have to return to their duties in traveling the afterlife. There are stolen souls suffering without cause in Hell, and only they can help. Kate is back in her corporeal body, but keeping memories of her time as pure soul energy, recently touched by the divine. Daniel carries the magic of an old god and the sword of a death goddess, as well a grudge against the deity who tricked him into losing nearly everything. As they search for the missing souls, Kate and Daniel have to come to terms with themselves and see if their friendship - not to mention the cosmos - can handle everything they\'ve been through thus far. ","Mur Lafferty","http://geekfuactiongrip.com",,"1910","Heaven-Hell.jpg","1","13","0","heaven---season-two-hell","0","1","http://www.podiobooks.com/blog/2006/11/10/heaven-season-two-hell/",,,,,,,"0","0","4.62264","4.53774","4.49057","4.58491","by-nc-nd","Literature",,,
"113","A Dancing Bear","2006-11-13 09:28:34","1","0","What if getting the girl meant becoming a terrorist wet boy?

On an unnamed university campus late in the 20th century, a young man named Fenton Bland joins a society of student Maoists in order to get near the girl he loves. But the girl turns out to belong to the chief Maoist -- and he turns out to harbor alarming aspirations in the field of revolutionary terror. And so Fenton, wearing a forcibly grown beard, finds himself propelled into a bizarre covert world of death lists, backyard bomb labs, untraceable handguns, and attempted wet jobs of wildly varying quality -- a world in which he must choose between losing the girl forever or else participating, perhaps very soon, in a successful terrorist atrocity.
 
Along the way he must contend with a motley cast of characters, few of whom enjoy optimal grips on reality. There is Gus, the Maoist kingpin who in his quest to become a practising terrorist will draw the line at nothing, not even a car bombing (\""I\'m listening, mate -- provided you\'re not referring to my Kombi.\"") There is the fiery student radical Pamela Scratch, linked to Fenton by an infinitely regrettable sex act perpetrated in a sandpit at the age of five. And there is the incarcerated and patently guilty multiple murderer Neville Claude Aggot, whose spectacular escape augments the already long list of impending homicides that Fenton must at least try to avert as the novel hurtles, like a Kombi full of high explosive, towards its climax...","David Free","http://www.adancingbear.com/","http://media.podiobooks.com/pbpromos/Promo-DancingBear-01.mp3","19687","ADancingBear.jpg","0","7","0","a-dancing-bear","0","1","http://www.podiobooks.com/blog/2006/11/13/a-dancing-bear/",,"1430320540",,,,,"0","1","4.55319","4.60417","4.70833","4.71429","by-nc-nd","Literature",NULL,NULL,NULL
"114","The Diary of a Nobody","2006-11-17 16:35:20","1","0","The Diary of a Nobody is the fictitious record of fifteen months in the life of Charles Pooter, his family, friends and small circle of acquaintances. It first appeared, serialised in Punch magazine and might be regarded as the first 'blog'; being a record of the simplicities and humiliations in the life of this mundane, but upright, city clerk, who had an incontestable faith that a record of his daily life was worth preserving for posterity.

Set in about 1891 in Holloway, which was then a typical suburb of the impecuniously respectable kind, the authors contrive a record of the manners, customs and experiences of the late Victorian era. The bare record of facts, simply recorded, manages to be humorous rather than dull, no doubt because of the usual occupations of the authors.

George Grossmith (1847-1912) was an actor and comedian.

Weedon Grossmith (1852-1919) was an entertainer and illustrated the original work.
(Summary by Martin Clifton) ","George and Weedon Grossmith","http://en.wikipedia.org/wiki/Diary_of_a_Nobody",,"8501","DiaryofaNobody.jpg","0","17","0","the-diary-of-a-nobody","0","1","http://www.podiobooks.com/blog/2006/11/17/215/",,,,,,,"1","0","3.8","4","4.6","3.8","by-nc-nd","Literature",NULL,NULL,NULL
"115","One Among The Sleepless","2006-12-05 18:41:49","1","0","<a href=\""http://parsecawards.com/2007Finalists\"" target=\""_blank\""><img src=\""http://farm2.static.flickr.com/1398/1224364836_1d5a4b70ac_o.gif\"" width=\""80\"" height=\""99\"" alt=\""Parsec-Seal-2007-Nominee\"" align=\""right\"" hspace=\""5\"" /></a>

\""One Among The Sleepless\"" is a contemporary fiction novel set in Brighton, England about sex, death and noisy neighbors: a thriller with a rich vein of dark humor that flows from both the narrative and the dialogue of the characters. It\'s a largely character-driven story; the people and their various shifting relationships compel the plot forward through sometimes subtle, sometimes brutal plot twists towards the final, nail-gnawing climax.","MIke Bennett","http://mikebennettpodcast.com","http://media.podiobooks.com/pbpromos/PB-Sleepless-Promo.mp3","18928","sleepless.jpg","0","7","0","one-among-the-sleepless","0","1","http://www.podiobooks.com/blog/2006/12/05/one-among-the-sleepless/",,"0954146301",,,,,"0","1","4.89032","4.89103","4.76923","4.83974","by-nc-nd","Literature",,,
"116","Badge Of Infamy","2006-12-17 17:45:05","1","0","<a href=\""http://parsecawards.com/2007Finalists\"" target=\""_blank\""><img src=\""http://farm2.static.flickr.com/1398/1224364836_1d5a4b70ac_o.gif\"" width=\""80\"" height=\""99\"" alt=\""Parsec-Seal-2007-Nominee\"" align=\""right\"" hspace=\""5\"" /></a>

Daniel Feldman was a doctor once.  He made the mistake of saving a friend\'s life in violation of Medical Lobby rules.  Now, he\'s a pariah, shunned by all, forbidden to touch another patient.

But things are more loose on Mars. There, Doc Feldman is welcomed by the colonists, even as he\'s hunted by the authorities.  But, when he discovers a Martian plague may soon wipe out humanity on two planets, the authorities begin hunting him for a different reason altogether.

Read by <a href=\""http://www.prometheusradiotheatre.com/\"" target=\""_blank\"">Steven Wilson</a>.","Lester Del Rey","http://www.gutenberg.org/ebooks/19471",,"7446","BadgeOfInfamyThumb.jpg","1","1","0","badge-of-infamy","0","1","http://www.podiobooks.com/blog/2006/12/24/badge-of-infamy/",,,,,,,"3","0","4.71429","4.64286","4.46341","4.54762","by-nc-nd","Literature",,,
"117","Daughter Of The Sun","2006-12-17 17:51:53","1","0","Since the Sundering, all use of the Breath has been outlawed. The Overlord and his family have destroyed all who could wield that mighty power. Now, the Overlord\'s own son needs that outlawed power to unseat his father.

Having spent her entire life trying to stay unnoticed, Elena is forced to come to grips with the Breath\'s curse when her only child is ripped away from her. A pawn in the game between the Duke and his father, she must find a way to rescue her daughter and remain free of their manipulative grasp. When she does, her entire world collapses around her, and she realizes just how dangerous this game is.

As she struggles to out maneuver the Overlord, the Duke, and their supernatural allies, Elena must find a way to defeat them both. If she cannot, the entire world will pay the price.","Lonnie Ezell","http://www.lonnieezell.com/","http://media.podiobooks.com/pbpromos/DotS_Trailer_Long.mp3","464","DaughteroftheSun.jpg","1","2","0","daughter-of-the-sun","0","1","http://www.podiobooks.com/blog/2006/12/24/daughter-of-the-sun/",,,,,,,"0","0","4.42667","4.33784","4.18919","4.2973","by-nc-nd","Literature",,,
"118","The Corridor","2006-12-17 17:56:48","1","0","The Corridor is a fantasy/horror story about Stuart Morrow, a man who has lost all hope and reason to live. However, a strange coincidence brings him unexpectedly into contact with a multitude of worlds beyond our own. Hunted by a despot who rules over countless alternate realities, Stuart’s only hope is to seek help amongst the assortment of bizarre and grotesque characters who await him in the Corridor.","Zan","http://www.bobsyeruncle.net/the-corridor","http://media.podiobooks.com/pbpromos/Promo-Corridor-01.mp3","21503","thecorridor.jpg","1","2","0","the-corridor","0","1","http://www.podiobooks.com/blog/2006/12/24/the-corridor/",,,,,,,"0","0","4.83594","4.77953","4.83465","4.84252","by-nc-nd","Literature",,,
"119","The Masha Chronicles","2006-12-31 14:27:58","1","0","A noir page-turner detailing the roller-coaster adventures of Masha, a reluctant young assassin.  When Masha meets American businessman, Charlie Hammerschmidt, she thinks she’s found the ticket out of Kiev’s underworld.  When Charlie is murdered in her apartment, she discovers the ride is just beginning.
The Masha Chronicles is a full cast PodioDrama featuring <A HREF=""http://web.mac.com/grove.goddess"" target=""_blank"">Margot Avery</a>, <A HREF=""http://imdb.com/name/nm1092516/"" target=""_blank"">Nina Bernstein-Simmons</A>, <A HREF="" http://imdb.com/name/nm0179076/"" target=""_blank"">Brendan Corbalis</A>, John Farrell, <A HREF="" http://imdb.com/name/nm0522827/"" target=""_blank"">Maggie Low</A>, <A HREF="" http://www.willardmorgan.com/"" target=""_blank"">Willard Morgan</A>.  Engineered by <A HREF=""http://www.soundslikeafire.com/"" target=""_blank"">Dan Molad</A>.","Lisa Beth Kovetz","http://www.lisabethkovetz.com/",,"16779","MashaChronCover.jpg","0","5","0","the-masha-chronicles","0","1",,,,,,,,"0","0","3.59259","3.5","3.57143","3.44444","by-nc-nd","Literature",NULL,NULL,NULL
"120","The ID Files","2007-01-14 21:22:12","1","0","The ID Files is a compilation of interviews about the recent Intelligent Design Controversy taken from The Sci Phi Show (http://thesciphishow.com). These interviews are with Dr Michael Shermer of the Skeptic Society, Salvador Cordova of the IDEA Centre, Dr Mike Behe of Lehigh University and Nick Matzke from the NCSE. The individuals represent a spectrum of positions on the question of Intelligent Design and these interviews serve as a useful introduction to the issues at stake and the ideas involved.","Jason Rennie","http://thesciphishow.com/",,"1439","IDFilesbookcover.jpg","0","18","0","the-id-files","0","1","http://www.podiobooks.com/blog/2007/01/15/the-id-files/",,,,,,,"0","0","2.75","3","2.33333","2.33333","by-nc-nd","Literature",NULL,NULL,NULL
"121","Against The Tide - MP3 edition","2007-01-29 10:08:25","1","0","Corrupt business owners, unscrupulous local politicians, impossible odds and a highly unconventional student body are just a few of the obstacles faced by Lawrence R. Velvel, as he packs up his home of 16 years and heads north to become Dean of a brand new law school in Lowell, Massachusetts.   When nothing in Lowell turns out to be what it first appears, Velvel and a handful of law students are forced to choose between giving up on their life long dream, and attempting the impossible. 
 
This page turning story of the little law school that did is a classic David and Goliath tale, pitting the working class taxi drivers, bank tellers and contractors with the dream of creating a better life for themselves, against wealthy business men, former US Senators, even The American Bar Association.  It is a tale of the everyman overcoming adversity and achieving the impossible. It is a true story.
 
\""...an inspiring book...\"" Howard Zinn
\""A superb book, more compelling than most novels or movie scripts...\"" Michael Parenti
 
This is the mp3 edition of Debbie Hagan’s \""Against The Tide\"".  An enhanced version (complete with hundreds of pictures of the real people, places and events) is also available on podiobooks.com for users with newer model iPods or iTunes.","Debbie Hagan","http://www.debhagan.com",,"14056","AgainsttheTide.jpg","0","18","0","against-the-tide-mp3-edition","0","1","http://www.podiobooks.com/blog/?p=263",,"076182838",,,,,"0","0","3.4","3.2","3.2","3.4","by-nc-nd","Literature",NULL,NULL,NULL
"122","Forever Fifteen","2007-01-29 12:44:31","1","0","Lucy Albert is not your ordinary maladjusted suburban adolescent.  Born into the era of the Black Plague in medieval Italy, Lucy is chosen as a mate by the sinister vampire Sebastianus against her will.  Struggling to survive in a modern world she cannot identify with, Lucy isn\'t looking for attention.

Welcome to Forever Fifteen, where a lonely girl seeks refuge in a world awash in everyday brutality, a world where only blood and death can sate her hunger.  Journey into Lucy\'s past as you experience the terror of the Black Death and the harsh reality of womanhood in the Middle Ages.  Enter Forever Fifteen, the fast-paced thrill ride that is redefining vampire horror.","Kimberly Steele","http://www.foreverfifteen.com/",,"23045","forever15podiobooks.jpg","1","11","0","forever-fifteen","0","1","http://www.podiobooks.com/blog/?p=264",,,,,,,"0","1","4.5","4.32222","4.4","4.4382","by-nc-nd","Literature",,,
"123","Glorious","2007-02-04 13:17:05","1","0","On June 25th, 1876, General George Custer died at the Little Big Horn.

Why did Custer rush into battle against the largest agglomeration of Indians ever seen in the West, without waiting for support from other cavalry contingents which were on their way to the scene?

To answer that, you need to know what happened on June 27th.

\""Glorious,\"" a podcast novel by Aram Schefrin, tells Custer\'s story from after the Civil War through the date of his massacre, in the voice of Captain Frederick Benteen, the soldier who hated him.","Aram Schefrin","http://www.gloriousboy.blogspot.com/",,"280","glorious_pbcover.jpg","0","21","0","glorious","0","1","http://www.podiobooks.com/blog/2007/02/04/glorious/",,,,,,,"0","0","3.42857","3.71429","4.28571","3.71429","by-nc-nd","Literature",NULL,NULL,NULL
"125","The Best Laid Plans","2007-02-04 15:33:00","1","0","<a href=\""http://www.leacock.ca/WINNERS/win2008.html\"" target=\""_blank\""><img src=\""http://farm4.static.flickr.com/3280/2690238985_4275f2bb68_t.jpg\""   width=\""100\"" hspace=\""10\"" vspace=\""10\"" align=\""right\"" border=0/></a>

\""The Best Laid Plans\"" is a satirical novel of Canadian politics written by Terry Fallis. It recounts the unlikely and amusing alliance between a 30-something burnt out, jaded political staffer, and an older, cantankerous, engineering professor. Driven by a federal election and the life of the resulting minority conservative government, the novel moves between the small town of Cumberland, Ontario on the shores of the Ottawa River, and the nation\'s capital. While the characters and their exploits are often comical, serious ideas on politics and democracy underlie the fun. For more information on the novel and author, visit www.terryfallis.com.","Terry Fallis","http://www.terryfallis.com/",,"23374","book_cover_md(2).jpg","1","7","0","the-best-laid-plans","0","1","http://www.podiobooks.com/blog/2007/02/04/the-best-laid-plans/",,"059542872X",,,,,"0","0","4.62963","4.74074","4.77778","4.77778","by-nc-nd","Literature",,,
"126","Eastern Standard Tribe","2007-04-23 16:24:03","1","0","Art is an up-and-coming interface designer, working on the management of data flow along the Massachusetts Turnpike. He\'s doing the best work of his career and can guarantee that the system will be, without question, the most counterintuitive, user-hostile piece of software ever pushed forth into the world.

Why? Because Art is an industrial saboteur. He may live in London and work for an EU telecommunications megacorp, but Art\'s real home is the Eastern Standard Tribe.

The comm -- instant wireless communication -- puts everyone in touch with everyone else, twenty-four hours a day. But one thing hasn\'t changed: the need for sleep. The world is slowly splintering into Tribes held together by common time zones, less than families and more than nations. And Art is working to humiliate the Greenwich Mean Tribe to the benefit of his own people.

The world of next week is overflowing with ubiquitous computing, where an idea scribbled onto one\'s comm can revolutionize an industry. But in a world without boundaries, nothing can be taken for granted -- not happiness, not money, and, most certainly, not love.

Which might explain why Art finds himself stranded on the roof of an insane asylum outside Boston, debating whether to push a pencil into his brain. Happiness or smarts? What\'s it going to be, Art?","Cory Doctorow","http://craphound.com/est",,"0","EasternStandardTribe.jpg","1","1","0","eastern-standard-tribe","0","1","http://www.podiobooks.com/blog/2007/04/23/eastern-standard-tribe",,"0765307596",,,,,"0","1","4.42857","4.12245","4.26531","4.22449","by-nc-sa","Literature",,,
"127","Infection","2007-02-23 19:11:47","1","0","<a href=\""http://parsecawards.com\"" target=\""_blank\""><img class=\""donation\"" src=\""http://www.podiobooks.com/images/parsec120.gif\""  width=\""120\"" height=\""80\"" hspace=10 vspace=10 align=right border=0/></a>

Perry Daswey is 6-foot-5, 265 pounds of angry ex-linebacker. He knows all too well that if he doesn\'t control his quick temper, people get hurt. Through constant focus, he has locked his violent past away in the deep dungeons of his mind.

The infection changes everything.

Strange, microscopic parasites tap into Perry\'s bloodstream like tiny little vampires. They start as bright orange blisters, but soon take the shape of triangular growths just beneath his skin. The \""Triangles,\"" as Perry calls them, try to control their host by manipulating hormone levels and flooding his body with neurotransmitters - imbalances of which cause paranoia, schizophrenia and excessive aggression.

As Perry begins a desperate battle to cut the Triangles out of his body before it\'s too late, his self-control dissolves into raging, murderous madness.

Infection will come out as a print book in 2008 with the new title Infested.","Scott Sigler","http://scottsigler.net","http://media.podiobooks.com/pbpromos/infection-promo.mp3","547","infectionPBcover.jpg","0","1","0","infection","1","1",,,,,,,,"2","1","4.76","4.64","4.4","4.56","by-nc-nd","Literature",NULL,NULL,NULL
"128","The Zany Time Travels of Warble McGorkle","2007-02-11 14:26:04","1","0","In 'The Zany Time Travels of Warble McGorkle' (book II of a trilogy, and the first one recorded), Warble Poundcake McGorkle and his entourage (wife, employees, a sales team, and a canine) travel back in time to revise history.

Their meddling in events during American Revolutionary War Times, at Custer's Last Stand, the Alamo, Woodstock, and  many other pivotal events--as well as a detour to 1st Century Jerusalem to kidnap Jesus (or Judas)--leads to catastrophic consequences for those living in modern times.
 
Among the things Warble and his gang perpetrate are:

1. Banishing George Washington to England for inventing the peanut (and thus being responsible for 'Peanut Envy')
2. 'Helping out' at the Alamo, so that it's the Mexicans who ultimately get 'saddled' with Texas
3. Originating Pre-emptive Strikes (umpires calling strikes before the ball is thrown)
4. Changing song lyrics at Woodstock to influence the politics and modify the personalities of the concert-goers
 
These are just a few of the outrageous shenanigans that culminate in a climactic scene as the protagonists return to the  present and see what their changes have wrought.","Blackbird Crow Raven","http://funniestnovelever.blogspot.com/",,"22368","ZanyTimeTravelsWarbleMcGorkle.jpg","1","12","0","the-zany-time-travels-of-warble-mcgorkle","0","1","http://www.podiobooks.com/blog/2007/02/11/the-zany-time-travels-of-warble-mcgorkle/",,,,,,,"0","0","2.5","2.38889","2.27778","2.16667","by-nc-nd","Literature",NULL,NULL,NULL
"129","The Silk Code","2007-02-11 16:46:02","1","0","Phil D\'Amato, New York City forensic detective, is caught in an ongoing struggle that dates all the way back to the dawn of humanity on earth--and one of his best friends is a recent casualty. Unless Phil can unravel the genetic puzzle of the Silk Code, he\'ll soon be just as dead.

Praise for The Silk Code:

\""Forensic detective Phil D\'Amato is one of my favorite characters, and the puzzles he solves are always imaginative, ingenious, and addictive, but Paul Levinson really outdoes himself this time in a mystery involving murders, moths, mummies, the Silk Road, poisons, fireflies, and forensics, all woven into a mystery only D\'Amato could solve! A marvelous book!\""
—Connie Willis

\""At last we get Paul Levinson\'s superb forensic sleuth, Phil D\'Amato, in full-length novel. . . . Kick back and enjoy a mystery that spans the ages.\""
—Jack McDevitt

\""The Silk Code is an intriguing story refreshingly rich not only in action but in ideas.\""
—Stanly Schmidt, editor of Analog

[An] odd and thrilling mix of forensic detective work, intellectual history, and biological speculation. It\'s a rare thriller that actually achieves its goals both as a detective tale and work of boldly speculative SF.
—Locus

As a genre- bending blend of police procedural and science fiction, The Silk Code delivers on its promises...
-Gerald Jonas in The New York Times Book Review

All donation to this title go to the reader, Shaun Farrell.","Paul Levinson","http://www.sff.net/people/paullevinson/","http://media.podiobooks.com/pbpromos/pb-thesilkcode-promo-01.mp3","16788","silkcode.jpg","0","1","0","the-silk-code","0","1","http://www.podiobooks.com/blog/2007/02/11/the-silk-code/",,"0812567757",,,,,"0","0","4.28125","3.53125","3.8125","3.78125","by-nc-nd","Literature",NULL,NULL,NULL
"130","Quarter Share","2007-02-18 15:20:45","1","0","A Trader\'s Tale from the Golden Age of the Solar Clipper : Book 1

When Ishmael Wang is orphaned by a flitter crash, he must make some hard decisions about how to survive in a Company-owned universe. With limited time and fewer options, he lands a job as the newest hand on the Solar Clipper Lois McKendrick and learns there\'s more to life than making coffee. Join Ish, Pip, Big Bad Bev, and the rest of the Lois McKendrick\'s crew as they sail the galaxy in search of profitable trade.For more information on the book and the Golden Age, see http://www.durandus.com/golden","Nathan Lowell","http://www.durandus.com/golden","http://media.podiobooks.com/pbpromos/Promo-QuarterShare-02.mp3","8819","quarter_share_cover.jpg","1","1","0","quarter-share","0","1","http://www.podiobooks.com/blog/2007/02/18/quarter-share-by-nathan-lowell/",,,,,,,"0","0","4.8123","4.89644","4.91176","4.93831","by-nc-nd","Literature",,,
